"sbjCode","condit","exp","file","Category","x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9"
"354","low","mc24","dot_cond1_sub354.txt",1,11,4,7,-13,-14,-4,2,11,12,-11,4,8,-13,-7,-6,13,-4,1
"354","low","mc24","dot_cond1_sub354.txt",2,-15,-4,1,-3,-11,6,5,-11,2,2,11,-13,-10,-13,-6,-3,-1,5
"354","low","mc24","dot_cond1_sub354.txt",3,-12,-11,11,-14,1,-11,10,-12,-14,-6,-5,-12,-5,15,5,-12,3,-14
"355","medium","mc24","dot_cond2_sub355.txt",1,-13,-1,10,-8,1,-12,2,15,-6,-11,5,-9,5,-12,13,-9,13,12
"355","medium","mc24","dot_cond2_sub355.txt",2,0,11,2,1,-10,7,10,12,9,-3,-11,-3,12,14,-11,1,12,8
"355","medium","mc24","dot_cond2_sub355.txt",3,-2,1,-8,14,-3,-14,-4,-10,2,-11,-3,-3,-7,16,4,0,1,3
"356","high","mc24","dot_cond3_sub356.txt",1,13,-4,15,4,-3,-3,6,-5,13,-1,-13,1,13,2,-5,6,10,-11
"356","high","mc24","dot_cond3_sub356.txt",2,-4,-2,-6,8,-1,4,10,16,-14,0,15,9,-6,-13,-9,11,-11,4
"356","high","mc24","dot_cond3_sub356.txt",3,4,-13,-7,1,15,-1,-6,-6,5,-11,6,-7,-8,-8,2,14,5,13
"357","mixed","mc24","dot_cond4_sub357.txt",1,1,-3,13,15,8,13,16,7,-1,-9,-6,-6,-1,-1,13,7,-11,8
"357","mixed","mc24","dot_cond4_sub357.txt",2,15,7,-3,3,8,0,7,11,-2,10,-4,-5,8,-9,2,1,1,13
"357","mixed","mc24","dot_cond4_sub357.txt",3,-9,-14,-2,-3,10,-12,-4,-7,11,-10,8,3,-6,-3,1,-2,8,-10
"358","low","mc24","dot_cond1_sub358.txt",1,14,3,13,-13,-5,9,-10,10,8,-15,10,10,16,4,-7,8,6,14
"358","low","mc24","dot_cond1_sub358.txt",2,11,11,7,-5,-6,-14,0,8,1,-1,-4,1,5,1,0,-15,-9,15
"358","low","mc24","dot_cond1_sub358.txt",3,15,3,-3,8,6,5,-1,-14,8,-10,14,-11,9,-2,-9,-9,-10,7
"359","medium","mc24","dot_cond2_sub359.txt",1,14,-4,2,11,12,4,-2,7,8,-15,-5,-5,-5,-11,-4,-9,-9,-13
"359","medium","mc24","dot_cond2_sub359.txt",2,16,-10,12,-12,15,12,14,-3,3,6,4,-12,15,7,8,-11,9,4
"359","medium","mc24","dot_cond2_sub359.txt",3,6,-8,-8,16,-2,11,-12,-7,12,-1,1,11,-1,13,-6,5,2,4
"36","mixed","mc24","dot_cond4_sub36.txt",1,5,-12,-3,10,-5,-1,-6,1,0,8,-14,-2,10,2,14,1,-4,3
"36","mixed","mc24","dot_cond4_sub36.txt",2,-9,8,-13,-15,-10,-7,15,-10,15,-15,11,-2,5,12,0,-11,10,10
"36","mixed","mc24","dot_cond4_sub36.txt",3,-7,5,-5,-5,-8,-2,7,-11,16,-11,-2,-13,-6,1,-8,-14,-11,-2
"360","high","mc24","dot_cond3_sub360.txt",1,-11,8,12,4,13,-3,-14,6,9,-10,-2,0,-4,-1,-13,-7,-14,2
"360","high","mc24","dot_cond3_sub360.txt",2,12,3,-7,-7,7,2,-7,-13,-6,-15,-2,9,15,14,0,-8,-4,7
"360","high","mc24","dot_cond3_sub360.txt",3,-6,-13,5,7,11,-4,13,5,5,-8,-10,-1,-6,-10,14,11,-9,-7
"361","mixed","mc24","dot_cond4_sub361.txt",1,-11,-13,12,-5,-4,2,-8,-9,-5,-14,-7,-2,-3,14,-3,6,16,3
"361","mixed","mc24","dot_cond4_sub361.txt",2,13,13,-1,-4,-3,9,11,11,-11,-10,-5,-9,-2,-1,-10,14,-12,-13
"361","mixed","mc24","dot_cond4_sub361.txt",3,9,-6,12,7,15,-1,2,3,-14,-4,9,9,5,1,6,-1,10,2
"362","low","mc24","dot_cond1_sub362.txt",1,15,-12,-10,-7,0,-15,16,-7,7,-12,-7,-11,6,13,8,15,-2,-12
"362","low","mc24","dot_cond1_sub362.txt",2,-14,-8,-12,12,4,1,-4,-14,10,-6,0,15,-14,15,13,14,-4,4
"362","low","mc24","dot_cond1_sub362.txt",3,11,15,-14,-14,-14,-1,11,-9,7,-6,6,15,0,-7,-8,-11,-4,-5
"363","medium","mc24","dot_cond2_sub363.txt",1,-8,7,-15,6,-5,-13,13,1,3,-4,8,1,-14,-7,-1,-11,3,-12
"363","medium","mc24","dot_cond2_sub363.txt",2,6,5,-11,2,-14,2,12,1,-4,7,1,3,-11,15,4,14,-3,-12
"363","medium","mc24","dot_cond2_sub363.txt",3,-12,11,-1,10,-10,1,13,-12,-6,10,15,-7,6,3,-6,-7,6,-9
"364","high","mc24","dot_cond3_sub364.txt",1,-4,7,7,2,0,12,-9,-14,3,6,15,-5,-8,8,-14,1,14,6
"364","high","mc24","dot_cond3_sub364.txt",2,-15,10,5,-15,-7,-4,-1,2,-11,-8,14,-6,4,3,1,-4,7,12
"364","high","mc24","dot_cond3_sub364.txt",3,10,14,6,-14,-2,-8,9,-9,4,6,-14,-12,14,4,-6,4,-8,-9
"365","mixed","mc24","dot_cond4_sub365.txt",1,6,15,16,-6,5,2,-10,9,-1,12,12,9,-10,-4,-13,11,-8,13
"365","mixed","mc24","dot_cond4_sub365.txt",2,-5,9,7,-14,12,2,-3,-2,-12,13,15,6,-14,-13,0,-13,-12,7
"365","mixed","mc24","dot_cond4_sub365.txt",3,3,-14,6,-14,12,-10,-6,12,0,-4,-10,7,5,10,4,-5,-3,-10
"366","low","mc24","dot_cond1_sub366.txt",1,10,6,12,-6,-3,-9,5,-2,1,10,-13,-3,8,-12,-14,-5,-2,7
"366","low","mc24","dot_cond1_sub366.txt",2,10,-7,12,11,-10,-7,5,-2,-9,12,10,-4,2,-15,3,-12,-5,5
"366","low","mc24","dot_cond1_sub366.txt",3,9,7,3,8,-8,13,-5,14,0,-11,-10,-9,12,9,-14,-2,-4,-10
"367","medium","mc24","dot_cond2_sub367.txt",1,-2,15,-14,-6,-1,5,5,5,7,14,-4,-8,3,-5,13,14,-7,2
"367","medium","mc24","dot_cond2_sub367.txt",2,0,1,-4,13,12,8,8,10,10,-13,13,-9,-2,4,8,-3,6,-5
"367","medium","mc24","dot_cond2_sub367.txt",3,15,6,16,16,13,-15,10,-5,5,-4,2,6,7,-5,0,5,8,12
"368","high","mc24","dot_cond3_sub368.txt",1,-13,-11,-7,-5,-10,-6,13,-7,-8,9,8,10,2,-5,12,4,-15,-4
"368","high","mc24","dot_cond3_sub368.txt",2,4,9,-12,16,9,-1,-12,-11,-5,-10,-5,15,4,12,-9,-11,5,-8
"368","high","mc24","dot_cond3_sub368.txt",3,15,2,4,-2,-3,8,13,8,1,10,-14,-11,4,3,-3,15,-6,15
"369","mixed","mc24","dot_cond4_sub369.txt",1,-13,7,-9,-10,-9,4,10,4,0,5,3,-11,12,9,-12,-8,2,-13
"369","mixed","mc24","dot_cond4_sub369.txt",2,-10,13,-4,-14,-11,-9,2,-9,-1,4,8,-11,-14,-3,-1,-10,-14,-7
"369","mixed","mc24","dot_cond4_sub369.txt",3,6,-12,-6,-7,5,-6,6,6,-8,-1,11,11,6,3,-12,-2,11,-11
"37","low","mc24","dot_cond1_sub37.txt",1,-14,-13,-5,-7,2,-12,4,9,8,-15,-10,4,8,11,2,6,-14,5
"37","low","mc24","dot_cond1_sub37.txt",2,-3,11,3,-9,4,-12,-7,-1,7,13,15,-8,4,-15,-10,-9,4,4
"37","low","mc24","dot_cond1_sub37.txt",3,-14,14,-7,-15,12,-7,2,-2,-5,-14,6,-6,5,11,0,1,4,8
"370","low","mc24","dot_cond1_sub370.txt",1,15,-14,-3,-3,-9,13,13,13,-2,5,13,-2,-7,0,-4,-13,-9,-1
"370","low","mc24","dot_cond1_sub370.txt",2,11,10,-12,-14,1,-13,4,15,-6,-10,11,0,12,4,-7,-5,9,-13
"370","low","mc24","dot_cond1_sub370.txt",3,3,5,7,4,-4,-3,10,11,2,3,-13,-15,-1,-11,-2,-14,-1,13
"371","medium","mc24","dot_cond2_sub371.txt",1,14,-4,15,0,-8,3,-1,1,-6,-11,16,-8,0,14,-7,14,14,8
"371","medium","mc24","dot_cond2_sub371.txt",2,5,-12,-2,15,13,0,9,-6,11,-12,2,-5,-4,10,5,-5,-10,6
"371","medium","mc24","dot_cond2_sub371.txt",3,14,-10,10,1,-2,-7,-4,4,1,-10,-2,-11,-4,12,-7,3,12,-5
"372","high","mc24","dot_cond3_sub372.txt",1,3,-10,4,-4,4,12,0,9,-14,2,-9,6,3,-6,9,-5,11,9
"372","high","mc24","dot_cond3_sub372.txt",2,-12,9,16,-13,13,8,10,15,7,-14,-2,-3,4,6,6,14,-7,8
"372","high","mc24","dot_cond3_sub372.txt",3,6,-12,1,-4,9,13,-9,6,7,-2,-2,10,-2,-10,4,3,-2,-6
"373","mixed","mc24","dot_cond4_sub373.txt",1,-10,-4,-14,-3,3,12,-1,4,14,15,-10,-7,-9,12,12,-10,-9,5
"373","mixed","mc24","dot_cond4_sub373.txt",2,12,5,-10,8,-15,12,-8,3,5,2,-12,-10,-4,-10,0,-4,13,-3
"373","mixed","mc24","dot_cond4_sub373.txt",3,0,11,5,-13,-11,-4,-4,12,13,-2,7,1,-3,9,-7,-8,-8,11
"374","low","mc24","dot_cond1_sub374.txt",1,13,11,15,15,8,-13,13,-5,-6,14,16,-12,0,1,7,12,16,-5
"374","low","mc24","dot_cond1_sub374.txt",2,-11,-11,5,-2,9,1,0,4,15,10,-12,12,-8,9,-6,1,-12,-3
"374","low","mc24","dot_cond1_sub374.txt",3,12,11,16,4,1,4,7,-13,-9,15,10,-2,11,-14,-12,-4,13,4
"375","medium","mc24","dot_cond2_sub375.txt",1,-12,14,-3,2,9,-10,-9,-2,-7,7,-5,16,5,-15,6,-9,5,9
"375","medium","mc24","dot_cond2_sub375.txt",2,2,5,13,2,11,-12,-4,-1,1,-12,2,-2,-13,1,-10,5,6,0
"375","medium","mc24","dot_cond2_sub375.txt",3,9,-4,2,0,-13,-10,6,5,5,-7,-12,2,-3,0,-12,9,5,1
"376","high","mc24","dot_cond3_sub376.txt",1,-9,9,13,3,2,3,-13,-4,10,14,3,-15,-4,-5,-2,12,12,-13
"376","high","mc24","dot_cond3_sub376.txt",2,4,8,-10,-9,-13,8,-8,-14,-8,15,13,14,-12,10,3,-8,-9,3
"376","high","mc24","dot_cond3_sub376.txt",3,-10,15,6,15,4,3,10,-15,-7,4,16,-8,-14,-10,10,14,-5,-14
"377","mixed","mc24","dot_cond4_sub377.txt",1,-3,2,-11,-1,-1,-8,-3,-7,-11,9,3,3,-9,-7,-1,0,15,-5
"377","mixed","mc24","dot_cond4_sub377.txt",2,0,-5,-1,-12,3,-3,-9,-12,-2,11,-4,15,15,-3,3,-15,-13,-10
"377","mixed","mc24","dot_cond4_sub377.txt",3,-4,4,-3,9,6,-4,15,0,-14,-3,14,7,14,10,15,-4,-9,-3
"378","low","mc24","dot_cond1_sub378.txt",1,3,-11,-13,1,8,-6,-7,-5,-3,-6,11,11,16,-4,5,4,7,12
"378","low","mc24","dot_cond1_sub378.txt",2,7,-7,-2,-7,-12,-12,-8,0,-10,13,-1,3,9,7,-12,-9,15,10
"378","low","mc24","dot_cond1_sub378.txt",3,10,-5,2,-6,-9,-3,-9,-9,15,-2,-1,15,-12,1,3,-14,16,-5
"38","medium","mc24","dot_cond2_sub38.txt",1,15,-1,12,-5,8,12,3,-4,-13,13,-7,1,1,7,-6,3,7,14
"38","medium","mc24","dot_cond2_sub38.txt",2,-10,14,15,-7,-8,8,-2,12,-2,-3,-11,-5,-8,11,-11,11,-2,2
"38","medium","mc24","dot_cond2_sub38.txt",3,13,9,14,3,14,-5,-9,15,-14,6,4,7,-4,0,-2,-3,8,10
"380","high","mc24","dot_cond3_sub380.txt",1,8,5,0,-7,10,16,10,-15,15,0,-10,-3,-11,-10,6,0,-6,3
"380","high","mc24","dot_cond3_sub380.txt",2,-14,-7,16,8,5,-14,9,9,15,1,4,4,-9,4,15,14,-2,-9
"380","high","mc24","dot_cond3_sub380.txt",3,-11,14,-13,12,11,9,13,12,5,10,-5,0,8,-9,14,3,-3,2
"381","mixed","mc24","dot_cond4_sub381.txt",1,5,3,-6,-6,13,13,2,1,15,5,5,-7,5,13,1,-11,-5,10
"381","mixed","mc24","dot_cond4_sub381.txt",2,15,7,-9,-14,-3,8,6,8,7,-5,6,12,-2,-11,9,2,-11,-9
"381","mixed","mc24","dot_cond4_sub381.txt",3,-5,15,6,-10,-10,-1,7,0,13,4,-9,-8,-6,-14,4,12,3,-13
"382","low","mc24","dot_cond1_sub382.txt",1,7,-1,5,-5,-6,-2,15,9,3,11,0,-4,9,-14,4,-14,2,5
"382","low","mc24","dot_cond1_sub382.txt",2,9,16,7,15,11,5,2,0,-11,4,7,11,-2,8,-8,-15,-5,13
"382","low","mc24","dot_cond1_sub382.txt",3,-12,-1,6,-10,-6,9,-10,-11,13,10,8,6,-14,5,-3,-12,-15,8
"383","medium","mc24","dot_cond2_sub383.txt",1,-11,5,-7,2,-12,7,-8,10,-4,9,2,12,1,10,2,-7,-4,-9
"383","medium","mc24","dot_cond2_sub383.txt",2,2,-11,1,-15,2,-7,4,-9,14,-12,10,-5,5,-2,9,-14,0,13
"383","medium","mc24","dot_cond2_sub383.txt",3,0,-3,13,10,2,-11,-14,-11,-4,3,6,3,12,-5,-5,-9,-5,14
"384","high","mc24","dot_cond3_sub384.txt",1,6,7,-12,9,-4,10,5,-2,-2,-10,11,-3,-5,15,-14,-8,0,2
"384","high","mc24","dot_cond3_sub384.txt",2,-12,15,11,6,5,3,-15,15,-2,-14,11,9,-4,1,4,0,-12,1
"384","high","mc24","dot_cond3_sub384.txt",3,5,9,-4,-12,11,-2,7,-6,7,2,-2,13,4,-14,-10,-1,5,-1
"385","mixed","mc24","dot_cond4_sub385.txt",1,-4,13,10,-3,-9,-13,10,2,13,10,-9,4,-2,-9,-3,1,2,-5
"385","mixed","mc24","dot_cond4_sub385.txt",2,12,-5,-12,8,0,7,13,15,-2,-8,-13,10,-15,3,-12,-8,10,-8
"385","mixed","mc24","dot_cond4_sub385.txt",3,2,-11,0,14,-11,9,0,8,11,-3,-11,-13,3,-13,-5,-6,-8,1
"386","low","mc24","dot_cond1_sub386.txt",1,3,-6,8,-5,-13,-6,-6,-6,0,8,14,0,10,10,15,14,0,-1
"386","low","mc24","dot_cond1_sub386.txt",2,2,4,16,6,0,6,-2,8,-2,16,2,12,-14,9,-4,1,-13,14
"386","low","mc24","dot_cond1_sub386.txt",3,-13,-7,-4,-6,14,-11,-12,-5,-2,7,11,-13,0,11,5,-13,4,12
"387","medium","mc24","dot_cond2_sub387.txt",1,-12,-9,-12,8,5,5,2,13,8,11,-8,14,1,-3,-8,-10,4,0
"387","medium","mc24","dot_cond2_sub387.txt",2,14,13,12,0,-6,-5,-12,11,15,-3,12,-5,6,1,12,-14,2,-5
"387","medium","mc24","dot_cond2_sub387.txt",3,-1,-4,6,4,1,-7,-12,-1,6,15,11,3,-5,-7,-9,6,9,9
"389","mixed","mc24","dot_cond4_sub389.txt",1,3,4,12,-5,-2,-12,12,-1,-4,-15,15,4,-10,-2,12,11,-5,1
"389","mixed","mc24","dot_cond4_sub389.txt",2,13,7,-15,5,-8,-7,1,-4,15,-3,-11,3,16,14,2,4,-1,-5
"389","mixed","mc24","dot_cond4_sub389.txt",3,6,-9,-1,-2,-6,8,15,-10,-14,-3,14,0,-15,-9,4,-4,9,10
"39","high","mc24","dot_cond3_sub39.txt",1,-8,-12,14,-10,-3,10,-3,-15,8,8,13,0,-1,-3,4,10,8,-13
"39","high","mc24","dot_cond3_sub39.txt",2,-14,15,12,-5,-10,14,-2,-6,6,-11,13,-12,-2,-10,-10,0,-2,4
"39","high","mc24","dot_cond3_sub39.txt",3,7,10,-14,2,4,-10,13,-9,10,1,11,-5,-14,-10,9,8,3,-13
"390","low","mc24","dot_cond1_sub390.txt",1,2,6,-11,-13,-7,-13,9,12,1,13,-5,1,-5,9,7,16,14,-7
"390","low","mc24","dot_cond1_sub390.txt",2,-3,7,-6,-9,-1,12,-6,7,-8,-7,14,13,-2,1,-13,-10,-15,12
"390","low","mc24","dot_cond1_sub390.txt",3,-9,9,-4,-2,4,0,12,-4,6,16,-10,-7,8,-12,2,5,0,3
"391","medium","mc24","dot_cond2_sub391.txt",1,-5,9,-14,-10,5,-13,-9,-13,13,15,10,5,0,13,-3,2,1,-8
"391","medium","mc24","dot_cond2_sub391.txt",2,-7,-2,4,-11,4,-8,14,-14,-5,-13,0,-7,13,14,4,13,10,14
"391","medium","mc24","dot_cond2_sub391.txt",3,-6,-10,-11,-8,-14,-3,1,8,11,7,1,11,-4,-14,2,-8,-10,0
"392","high","mc24","dot_cond3_sub392.txt",1,11,15,3,-3,6,12,15,-13,15,-6,15,-1,11,-3,-9,-8,-3,11
"392","high","mc24","dot_cond3_sub392.txt",2,7,-5,15,-9,8,-1,6,0,-3,-1,-4,-8,12,-8,11,11,-12,-9
"392","high","mc24","dot_cond3_sub392.txt",3,6,10,12,13,2,-3,-5,-8,9,-1,-14,1,7,4,-15,-1,6,-9
"393","mixed","mc24","dot_cond4_sub393.txt",1,-2,-9,-13,4,-6,1,-11,15,6,-14,-5,8,10,-14,-12,8,-2,12
"393","mixed","mc24","dot_cond4_sub393.txt",2,14,-6,11,-6,-13,14,13,5,-1,16,4,3,-3,-15,13,-4,-11,-2
"393","mixed","mc24","dot_cond4_sub393.txt",3,4,13,11,4,2,-10,7,2,6,-7,10,-11,6,0,1,16,13,14
"394","low","mc24","dot_cond1_sub394.txt",1,9,-11,4,6,-15,11,-11,-7,-13,9,14,-3,13,-10,7,14,13,-13
"394","low","mc24","dot_cond1_sub394.txt",2,-13,13,-7,16,-7,-6,11,9,14,12,0,12,-2,-10,-7,11,2,6
"394","low","mc24","dot_cond1_sub394.txt",3,-8,6,16,-14,3,7,4,-6,-12,-5,13,16,11,-8,-7,10,4,9
"395","medium","mc24","dot_cond2_sub395.txt",1,4,13,14,-13,3,-8,-6,-10,13,-6,5,1,1,0,10,3,-8,-3
"395","medium","mc24","dot_cond2_sub395.txt",2,-6,-10,5,0,-2,0,-14,16,-10,12,-9,10,3,8,-2,-5,-6,11
"395","medium","mc24","dot_cond2_sub395.txt",3,9,1,-12,-9,-11,-6,-3,-1,-5,7,2,10,-12,-2,16,5,-7,-4
"396","high","mc24","dot_cond3_sub396.txt",1,-10,10,-15,-5,0,-1,-12,16,10,-7,13,4,4,-8,-6,3,-14,4
"396","high","mc24","dot_cond3_sub396.txt",2,-8,16,-12,-15,-11,0,-10,11,2,1,7,-7,-10,-2,8,14,-11,-8
"396","high","mc24","dot_cond3_sub396.txt",3,1,15,-2,-14,6,9,10,15,-6,-14,-14,-5,-10,15,-13,4,15,2
"397","mixed","mc24","dot_cond4_sub397.txt",1,9,-1,-3,0,-6,-15,-12,-10,-1,-5,8,-9,-4,-11,14,-11,7,15
"397","mixed","mc24","dot_cond4_sub397.txt",2,-12,-11,15,8,-1,6,11,9,-4,-7,-1,-11,-4,8,2,-9,-2,11
"397","mixed","mc24","dot_cond4_sub397.txt",3,9,2,-7,-15,-13,-11,6,-4,-9,-1,-15,-2,-3,-9,7,-2,-4,2
"399","medium","mc24","dot_cond2_sub399.txt",1,-15,-10,10,-4,4,-6,-6,-6,-7,10,-5,1,16,-14,8,-13,12,2
"399","medium","mc24","dot_cond2_sub399.txt",2,-11,-10,7,3,-4,8,-3,15,-3,-15,4,8,12,9,-8,4,-2,-6
"399","medium","mc24","dot_cond2_sub399.txt",3,9,12,-12,12,-14,4,4,-14,-10,-4,6,-13,13,3,8,5,9,-8
"4","mixed","mc24","dot_cond4_sub4.txt",1,-9,-8,-7,-6,-15,14,-4,-6,12,-7,13,0,-10,15,12,9,-1,-3
"4","mixed","mc24","dot_cond4_sub4.txt",2,-10,14,-8,7,-5,3,10,-3,-12,5,10,12,-9,-15,-14,-13,5,-1
"4","mixed","mc24","dot_cond4_sub4.txt",3,-3,-4,-13,6,2,16,2,9,7,9,9,-7,-7,10,15,-3,14,9
"40","mixed","mc24","dot_cond4_sub40.txt",1,6,1,12,-2,3,7,-1,-14,-9,-9,12,-10,-3,6,8,15,-1,16
"40","mixed","mc24","dot_cond4_sub40.txt",2,15,2,10,6,-3,6,-15,9,10,1,-12,-2,9,-4,-1,-3,7,3
"40","mixed","mc24","dot_cond4_sub40.txt",3,-1,0,-11,-7,14,-9,-3,10,-3,15,-9,-10,2,14,13,12,9,-5
"400","high","mc24","dot_cond3_sub400.txt",1,-9,14,-13,-6,-13,8,-3,-12,-12,-4,12,-5,-15,3,2,-11,15,-1
"400","high","mc24","dot_cond3_sub400.txt",2,11,-9,15,1,3,2,-9,12,16,10,2,0,13,-10,13,13,10,6
"400","high","mc24","dot_cond3_sub400.txt",3,16,-7,9,-6,16,1,-10,12,-2,1,10,-9,1,3,13,16,14,-13
"41","low","mc24","dot_cond1_sub41.txt",1,-10,7,15,8,3,-10,-12,-3,13,-5,-3,-9,5,8,1,7,-12,-7
"41","low","mc24","dot_cond1_sub41.txt",2,11,10,-7,8,-11,-11,-5,-8,-15,-1,-8,-3,8,-11,3,-11,14,6
"41","low","mc24","dot_cond1_sub41.txt",3,-5,-13,5,12,8,12,-12,1,-6,3,-4,0,15,15,-14,3,5,1
"42","medium","mc24","dot_cond2_sub42.txt",1,-5,5,0,-12,7,13,5,-10,4,13,2,11,0,14,4,-6,-9,8
"42","medium","mc24","dot_cond2_sub42.txt",2,-15,-13,-15,12,-12,15,8,10,-6,-2,-3,-12,-9,6,-5,9,-13,6
"42","medium","mc24","dot_cond2_sub42.txt",3,2,-5,-15,8,10,16,12,-6,8,-13,-1,-3,-14,-7,-4,11,-2,4
"43","high","mc24","dot_cond3_sub43.txt",1,-4,4,-1,-5,13,-13,-11,-1,3,15,13,4,-9,9,-6,10,10,10
"43","high","mc24","dot_cond3_sub43.txt",2,15,-2,-13,-8,5,-3,-3,-14,10,9,-3,-5,13,-9,3,-5,-6,-10
"43","high","mc24","dot_cond3_sub43.txt",3,-9,-7,-8,3,6,4,-3,10,10,15,15,-2,8,3,7,10,0,2
"44","mixed","mc24","dot_cond4_sub44.txt",1,13,-3,16,-9,-4,-5,9,9,0,-14,4,-12,7,-8,1,2,6,14
"44","mixed","mc24","dot_cond4_sub44.txt",2,15,15,-8,-12,4,2,8,-11,-12,12,10,5,3,11,2,15,-4,13
"44","mixed","mc24","dot_cond4_sub44.txt",3,4,13,-11,-14,5,16,-6,-10,-14,3,13,10,12,0,-13,-6,10,-10
"45","low","mc24","dot_cond1_sub45.txt",1,9,13,-12,-11,-5,8,-12,6,15,-1,-10,15,-3,0,-7,-1,-5,-5
"45","low","mc24","dot_cond1_sub45.txt",2,2,0,-8,-6,-10,-4,0,14,16,0,8,11,7,8,-2,1,-4,0
"45","low","mc24","dot_cond1_sub45.txt",3,9,5,7,2,10,-6,0,-9,10,-9,-6,-6,15,-12,-3,-1,14,11
"46","medium","mc24","dot_cond2_sub46.txt",1,-2,-11,16,-4,-14,8,-3,-7,12,-3,-14,-10,7,15,-6,-13,-12,-13
"46","medium","mc24","dot_cond2_sub46.txt",2,2,14,-10,-7,14,0,-10,-13,14,10,5,15,11,-13,5,-9,-8,-4
"46","medium","mc24","dot_cond2_sub46.txt",3,-9,9,-3,-2,-2,-6,4,-2,-13,-12,7,6,4,-10,-9,12,13,-12
"49","low","mc24","dot_cond1_sub49.txt",1,-7,-15,14,6,-10,4,-7,10,0,6,14,-8,7,-6,3,0,13,4
"49","low","mc24","dot_cond1_sub49.txt",2,13,15,-11,1,5,12,-12,-3,2,14,4,8,-10,-6,-4,4,8,-6
"49","low","mc24","dot_cond1_sub49.txt",3,13,-15,3,-4,-7,9,-11,-11,4,9,7,3,4,0,-5,3,-15,-4
"5","low","mc24","dot_cond1_sub5.txt",1,13,13,1,10,-3,-8,-4,4,9,13,5,7,14,9,-12,12,9,-6
"5","low","mc24","dot_cond1_sub5.txt",2,7,-10,-11,9,13,14,4,-12,-4,11,0,9,3,14,-10,5,-2,-5
"5","low","mc24","dot_cond1_sub5.txt",3,-11,-7,8,-6,10,0,15,6,-14,2,16,10,9,-12,-3,-5,6,2
"51","high","mc24","dot_cond3_sub51.txt",1,7,-8,15,15,15,-1,11,-4,-14,5,-8,-12,2,0,3,13,4,-1
"51","high","mc24","dot_cond3_sub51.txt",2,-12,-1,0,14,11,-14,-15,1,6,14,3,10,2,4,-6,12,-2,4
"51","high","mc24","dot_cond3_sub51.txt",3,-14,4,11,-5,-8,15,0,-11,1,-13,4,-4,15,-4,9,12,7,-4
"52","mixed","mc24","dot_cond4_sub52.txt",1,-1,6,4,-15,-4,13,-3,2,5,8,-6,9,10,-9,3,2,6,6
"52","mixed","mc24","dot_cond4_sub52.txt",2,1,-1,1,-10,9,-15,2,-14,-10,-12,-14,5,-9,-5,13,-8,10,1
"52","mixed","mc24","dot_cond4_sub52.txt",3,4,-3,-3,14,7,-9,10,10,-15,5,-4,3,13,15,5,10,4,14
"53","low","mc24","dot_cond1_sub53.txt",1,13,15,-5,5,-9,-8,14,-13,11,-4,-13,10,-2,8,-3,16,-9,7
"53","low","mc24","dot_cond1_sub53.txt",2,-4,-11,-5,-8,11,5,-1,14,-9,-2,4,4,-8,3,-4,-6,1,11
"53","low","mc24","dot_cond1_sub53.txt",3,-14,-11,-14,-3,-14,3,-7,-11,-1,-10,13,-1,-3,14,7,-6,6,5
"54","medium","mc24","dot_cond2_sub54.txt",1,5,13,0,13,-5,15,-7,1,4,10,13,-6,3,14,11,15,16,6
"54","medium","mc24","dot_cond2_sub54.txt",2,10,-2,-5,-15,-4,12,13,-6,-6,3,-8,-12,3,-13,13,7,-6,-11
"54","medium","mc24","dot_cond2_sub54.txt",3,-7,-5,3,8,-6,-9,-7,10,-1,3,-1,6,-14,-9,15,4,-11,-3
"55","high","mc24","dot_cond3_sub55.txt",1,3,-15,-3,7,6,-12,-9,-2,9,7,-11,10,16,7,-6,14,6,13
"55","high","mc24","dot_cond3_sub55.txt",2,-4,-12,4,-3,1,5,1,-12,2,-2,-9,-5,-13,5,-7,-13,-11,-3
"55","high","mc24","dot_cond3_sub55.txt",3,-2,6,7,-2,6,1,-3,12,-7,13,-5,-9,1,7,-6,-12,-1,0
"56","mixed","mc24","dot_cond4_sub56.txt",1,6,8,16,14,9,12,-11,-13,-15,-9,15,11,4,-9,-3,-1,-13,11
"56","mixed","mc24","dot_cond4_sub56.txt",2,7,-2,11,9,0,-7,-6,-5,6,-4,15,-12,-14,8,-8,-7,-15,-11
"56","mixed","mc24","dot_cond4_sub56.txt",3,14,-1,-8,15,-10,-10,-4,5,-10,11,15,-12,-7,1,-6,-3,5,3
"57","low","mc24","dot_cond1_sub57.txt",1,-14,-8,-6,6,-10,-5,-1,12,5,11,-7,-13,-4,-10,-11,7,15,-12
"57","low","mc24","dot_cond1_sub57.txt",2,-6,-1,7,13,8,11,4,8,2,-10,-6,10,-10,7,6,0,-7,-10
"57","low","mc24","dot_cond1_sub57.txt",3,1,-15,10,12,3,10,-7,-1,13,-15,13,1,12,-12,-13,-3,2,15
"58","medium","mc24","dot_cond2_sub58.txt",1,-14,3,6,15,-2,-8,10,-2,8,9,3,-9,-13,7,-14,-8,-9,2
"58","medium","mc24","dot_cond2_sub58.txt",2,-10,-1,12,2,-10,-15,6,6,-7,5,-9,3,10,7,-2,-12,1,13
"58","medium","mc24","dot_cond2_sub58.txt",3,14,2,-9,-3,-2,16,-2,-9,-11,-5,6,-6,-14,-10,-13,-4,0,-10
